Position X	Position Y	Position Z
-595.1390	-2052.5930	3766.0271
-608.9360	-2052.2480	3765.8191
-594.6870	-2052.2129	3765.9209
-606.7220	-2052.1150	3765.9360
-601.8140	-2051.7849	3766.0061
-593.6090	-2051.7759	3765.9641
-596.7220	-2051.4380	3765.9761
-608.5270	-2051.3621	3765.8560
-607.2260	-2050.8669	3766.0229
-591.6110	-2050.8411	3765.8589
-605.1250	-2050.5081	3765.9761
-606.3330	-2050.0510	3765.9700
-597.5790	-2049.8799	3765.8511
-604.8060	-2048.8679	3766.0171
-598.2180	-2048.5530	3765.9490
-594.0070	-2048.4600	3765.7971
-599.7340	-2048.3779	3765.9990
-595.5300	-2048.4270	3765.9131
-600.0000	-2047.1500	3765.9131
-607.5250	-2046.2430	3765.9441
-596.1250	-2046.0640	3766.0029
-596.6230	-2045.6870	3765.8030
-600.2580	-2044.2679	3766.0691
-602.9610	-2042.8800	3765.8311
-603.8450	-2042.5040	3765.7881
-598.5940	-2042.5070	3765.7971
-596.5550	-2042.1400	3765.9590
-601.4670	-2040.9650	3765.9241
-605.7470	-2040.5260	3765.9580
-606.3840	-2039.9659	3765.9099
-606.4880	-2039.4050	3765.9241
-599.8750	-2036.3270	3765.8611
-606.0320	-2034.0920	3765.8201
-600.4180	-2033.5280	3765.8850
-598.4000	-2057.0210	3766.1699
-590.4600	-2056.3970	3766.2461
-592.9810	-2055.7981	3766.1111
-599.0890	-2055.5210	3766.1851
-602.0840	-2054.9741	3766.2739
-610.7930	-2053.9460	3766.1909
-596.7670	-2053.7910	3766.2620
-600.6310	-2053.7190	3766.1421
-597.3750	-2053.5330	3766.1250
-602.2730	-2053.4629	3766.1819
-592.3760	-2053.3879	3766.3181
-592.9040	-2053.1580	3766.3130
-604.1880	-2052.6699	3766.0991
-594.5010	-2052.6931	3766.3601
-597.2460	-2052.4209	3766.2119
-599.9650	-2052.0840	3766.1230
-593.2740	-2052.0750	3766.1040
-600.7490	-2051.4790	3766.1399
-595.0690	-2051.2859	3766.1331
-597.6540	-2051.0559	3766.2361
-608.3460	-2050.7180	3766.2141
-598.9250	-2049.0100	3766.1250
-599.1330	-2048.4209	3766.1709
-596.7730	-2048.4250	3766.1890
-595.0450	-2047.8250	3766.0911
-597.3630	-2047.6570	3766.1370
-605.3540	-2047.3080	3766.1250
-598.6480	-2047.1360	3766.2361
-599.2790	-2044.9000	3766.0891
-598.7280	-2044.8840	3766.3369
-599.7190	-2043.2260	3766.1809
-604.0520	-2041.6570	3766.1750
-593.6590	-2057.5120	3766.5991
-594.6440	-2057.3320	3766.6250
-595.2960	-2054.2500	3766.3711
-595.1540	-2052.2510	3766.4670
-595.0200	-2050.6660	3766.5039
-601.9590	-2048.0681	3766.6201
-602.6380	-2047.9871	3766.3921
-597.7770	-2047.4189	3766.4651
-602.6990	-2047.1060	3766.5430
-599.7740	-2046.3890	3766.4741
-602.1610	-2045.9180	3766.4851
-594.5570	-2056.5901	3766.8701
-594.5420	-2055.4060	3766.7161
-595.9080	-2052.4541	3766.8779
-596.6370	-2050.7151	3766.9180
-598.0580	-2050.5559	3766.7119
-592.6140	-2064.4590	3767.0161
